画像URL,cassettemain_subimg_URL,支払総額,車両本体価格,年式,走行距離,車検,修復歴,保証,タイトル,色,都道府県,店舗
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6468439290/index.html,"154.8
																									万円","142.8
																								万円","2018
(H30)","3.4
万km",車検整備付,なし,保証無,シエンタ ハイブリッド 1.5 G クエロ 当店買取車/Bluetoothナビ/バックカメラ/ETC/両側パワースライドドア,真珠白,千葉県,ＪＯＹ　ＲＯＵＴＥ 富里インター店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6819198316/index.html,"105
																									万円","95.0
																								万円","2017
(H29)","8.5
万km",車検整備付,なし,保証付,シエンタ 1.5 G 両側パワースライド ドライブレコーダー ETC,白真珠,大阪府,ハイブリッドライン
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6663837017/index.html,"298.8
																									万円","285.8
																								万円","2025
(R07)","0.8
万km",2027(R09)年07月,なし,保証付,シエンタ ハイブリッド 1.5 Z 純正10.5インチナビ　ドラレコ　ETC　パノラミックビューM　フルセグTV　両オートスライド　クルコン　LEDヘッド　SOSコール　トヨタセーフティセンス　プリクラッシュセーフティ　コーナーセンサー　踏み間違い防止,真珠Ｍ,奈良県,奈良日産自動車（株） 中古車登美ヶ丘
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6620738579/index.html,"137.8
																									万円","119.8
																								万円","2020
(R02)","7.3
万km",車検整備無,なし,保証付,シエンタ ハイブリッド 1.5 ファンベース X ブレーキサポート 5人乗り バックモニター,白,宮城県,ＣＡＲ　ＢＡＮＫ　ＲＩＧＨＴ　ベース仙台店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6711896742/index.html,"280.3
																									万円","270.5
																								万円","2024
(R06)","1.3
万km",2027(R09)年02月,なし,保証付,シエンタ ハイブリッド 1.5 Z 純正ナビ　Bluetooth　フルセグTV　バックモニター　両側パワースライドドア　ハンドルシーター　ETC2.0　スマートキー　シートヒーター　LEDライト　衝突軽減　コーナーセンサークルコン,薄緑,千葉県,チャンス 佐倉店
,,"285.9
																									万円","265.9
																								万円","2024
(R06)","0.1
万km",2027(R09)年06月,なし,保証無,シエンタ ハイブリッド 1.5 Z 修復歴無し・禁煙車・3列7人乗り・全方位モニター・ナビTV・両側パワースライドドア・スマートキー・プッシュスタート・リアシェード・ステアリングヒーター・シートヒーター,薄灰青,神奈川県,フェニックス 野川センター
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6663996926/index.html,"115.7
																									万円","105.7
																								万円","2016
(H28)","4.4
万km",車検整備付,なし,保証付,シエンタ 1.5 G 純正エアロ　プリクラッシュ　純正SDナビ　フルセグTV　バックカメラ　両側パワースライドドア　純正15インチ　ETC　　レーンキープアシスト　ドライブレコーダー　スマートキー2個　プッシュスタート,黒Ｍ,千葉県,カーセブン松戸中央店
,,"168.1
																									万円","159.0
																								万円","2020
(R02)","5
万km",車検整備付,なし,保証付,シエンタ 1.5 G セーフティ エディション フルセグナビ　マルチビューモニター　シートヒーター　ステアリングヒーター　両側電動スライドドア　LEDヘッドライト　ETC　スマートキー,赤Ｍ,大分県,トヨタカローラ大分 トヨタ認定中古車センター高城
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6854616952/index.html,"176
																									万円","165.9
																								万円","2020
(R02)","6.2
万km",2027(R09)年09月,なし,保証無,シエンタ ハイブリッド 1.5 ファンベース G クエロ ワンオーナー　モデリスタエアロ　純正9型ナビ　360度カメラ　禁煙車　フルセグ　両側電動スライドドア　シートヒーター　クルーズコントロール　スマートキー　プッシュスタート,黒Ｍ,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6685842904/index.html,"149.9
																									万円","133.6
																								万円","2018
(H30)","7.8
万km",車検整備無,なし,保証付,シエンタ ハイブリッド 1.5 ファンベース G 純正ナビ・フルセグ・パノラミックビューモニター・両側パワースライドドア・ETC・ステアリングヒーター・フロントシートヒーター・プリクラッシュセーフティ・オートマチックハイビームアシスト・LEDヘッドライト,赤黒II,兵庫県,ワンゼット　大久保
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6717461576/index.html,"179.4
																									万円","160.2
																								万円","2023
(R05)","8.9
万km",車検整備付,あり,保証付,シエンタ ハイブリッド 1.5 Z 5人乗り　ワンオーナー　トヨタセーフティーセンス　レーダークルーズコントロール　両側パワースライドドア　バックカメラ　クリアランスソナー　AC100V　純正ナビ　ブラインドスポットモニター　ETC,白真珠,千葉県,ＣＡＲＩＮＣ 千葉北１６号店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6801732367/index.html,"163.5
																									万円","151.5
																								万円","2022
(R04)","6.5
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 X 衝突軽減 レーンキープ 障害物センサー 片側電動 ナビ Bカメラ ETC LEDヘッドライト スマキー 禁煙車 3列 横滑り防止 ABS オートハイビーム フォグ ウォークスルー 運転席エアバッグ,黒,埼玉県,パティオ所沢
,,"170.9
																									万円","163.1
																								万円","2019
(R01)","2.1
万km",2026(R08)年09月,なし,保証付,シエンタ ハイブリッド 1.5 G ナビ/TV/両側パワースライドドア,青,神奈川県,株式会社ＲＥＸエネルギー長後ＣＳ
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6755797192/index.html,"119.6
																									万円","110.0
																								万円","2016
(H28)","7
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G,黄,熊本県,ネッツトヨタ熊本 ネッツワールド水俣店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6790766329/index.html,"269.8
																									万円","263.3
																								万円","2022
(R04)","2.9
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 Z 純ナビ/バックカメラ/フルセグTV/ETC,黒,兵庫県,ガリバー 洲本バイパス店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6823747667/index.html,"107.4
																									万円","88.0
																								万円","2016
(H28)","6.6
万km",車検整備付,あり,保証付,シエンタ ハイブリッド 1.5 G 純正ナビ　バックカメラ　トヨタセーフティセンス　LEDヘッドライト　両側パワースライドドア　ETC2.0　ドライブレコーダー　Bluetooth　フルセグTV　スマートキー　フォグランプ　DVD再生,青Ｍ,千葉県,ＣＡＲＩＮＣ 千葉畑町店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6560003126/index.html,"155.8
																									万円","145.0
																								万円","2015
(H27)","0.7
万km",2026(R08)年07月,なし,保証付,シエンタ ハイブリッド 1.5 G TSS SDナビ ワンセグ ETC,黄,大阪府,（株）関西オート 八尾店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6727242006/index.html,"139
																									万円","125.0
																								万円","2019
(H31)","6.3
万km",車検整備付,なし,保証付,シエンタ 1.5 ファンベース G セーフティセンス　両側パワースライドドア　純正フルセグナビ　バックカメラ　プッシュスタート　スマートキー　全国一年保証,赤黒II,大阪府,Ａｕｔｏ　Ｆａｃｅ　オートフェイス
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6130842033/index.html,"80.8
																									万円","61.8
																								万円","2015
(H27)","9
万km",車検整備無,なし,保証付,シエンタ 1.5 G ブレーキサポート 両側オートスライド,黒,宮城県,ＣＡＲ　ＢＡＮＫ　ＲＩＧＨＴ　ベース仙台店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6801331625/index.html,"227.5
																									万円","217.8
																								万円","2023
(R05)","3.1
万km",車検整備付,なし,保証付,シエンタ 1.5 G,灰,熊本県,ネッツトヨタ熊本 ネッツワールド玉名店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6829199133/index.html,"271.7
																									万円","259.5
																								万円","2023
(R05)","1.7
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 Z レーンアシスト　ブラインドスポットモニター　純正ナビ　フルセグ　全方位カメラ　ETC　コーナーセンサー　電動格納ミラー　横滑り防止装置　LED　両側電動スライドドア　オートライト,白真珠,茨城県,チャンス 神栖２号店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6857460980/index.html,"269.8
																									万円","262.6
																								万円","2023
(R05)","4.9
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 Z 修復歴無し,薄茶茶,三重県,ガリバー 伊勢店
